model_name,task_label,dataset_name,method_id,display_name,level,layer_idx,stage,selected,selection_score,fdr,loo_accuracy,cv_accuracy,weight,mean_vote_weight,mean_margin,val_accuracy,shrinkage_alpha
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,3,early,1,,,,,,0.006662556904484518,1804.880302734375,0.8,0.10929964128805883
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,8,early,1,,,,,,0.005064115245950233,1375.1853564453124,0.8,0.07531175305844712
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,2,early,1,,,,,,0.004049942753881624,1099.8226513671875,0.8,0.13766988044776585
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,5,early,1,,,,,,0.00339056399436231,930.7192236328125,0.8,0.0824737170251056
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,6,early,1,,,,,,0.003056045831181109,813.351279296875,0.8,0.09668507446571874
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,4,early,1,,,,,,0.004524182502645999,1240.2202783203124,0.79,0.0656185607589964
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,1,early,1,,,,,,0.004050935910927364,1092.2453173828126,0.79,0.12433359557770259
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,2,early,1,,,,,,0.005094465121528629,1330.342802734375,0.78,0.12259328937544049
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,10,mid,1,,,,,,0.004905179446795955,1304.9191796875,0.78,0.102066473952232
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,10,mid,1,,,,,,0.004614128524481203,1223.686748046875,0.78,0.09243435891839592
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,1,early,1,,,,,,0.004410746941439356,1180.6666748046875,0.78,0.17162231717032345
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,4,early,1,,,,,,0.0040410650500211885,1099.8625244140626,0.78,0.05547839569296342
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,6,early,1,,,,,,0.0036842906909987506,991.332958984375,0.78,0.09587730826522176
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,16,mid,1,,,,,,0.003231141331343679,819.004375,0.78,0.12013532869328836
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,7,early,1,,,,,,0.0052345130610046905,1430.6586865234376,0.77,0.08150767692879578
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,6,early,1,,,,,,0.0033761499475076563,895.005419921875,0.77,0.08227676562310021
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,6,early,1,,,,,,0.0033270012081993627,884.5221044921875,0.77,0.08419629081695681
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,1,early,1,,,,,,0.0032110621386345884,885.260087890625,0.77,0.1599091031030011
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,3,early,1,,,,,,0.006438578455054085,1706.11345703125,0.76,0.08688615311597932
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,7,early,1,,,,,,0.005559759660172858,1510.956142578125,0.76,0.07618648050814929
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,8,early,1,,,,,,0.005520190506940708,1521.894033203125,0.76,0.0688033929066235
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,4,early,1,,,,,,0.0043692879601439924,1209.9315380859375,0.76,0.05682961169257144
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,15,mid,1,,,,,,0.0022528694455104413,576.4293212890625,0.76,0.19026661282927912
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,10,mid,1,,,,,,0.004318505650241917,1142.052275390625,0.75,0.08394550578485875
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,10,mid,1,,,,,,0.0041821856568276415,1104.164130859375,0.75,0.09135038836875051
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,11,mid,1,,,,,,0.004088502802160292,1098.093173828125,0.75,0.08186769246087969
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,9,early,1,,,,,,0.0034790563934802778,906.0585595703125,0.75,0.10831663306487592
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,8,early,1,,,,,,0.003429548385238377,901.9882275390624,0.75,0.09967301605799388
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,15,mid,1,,,,,,0.0024179758397076512,637.6829150390626,0.75,0.18203357837457546
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,9,early,1,,,,,,0.00353213116814004,927.4855224609375,0.74,0.131122069486948
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,9,early,1,,,,,,0.004267401463439455,1154.478310546875,0.73,0.08622473678675782
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,12,mid,1,,,,,,0.0039103069651173425,1052.0029248046876,0.73,0.08395409078842599
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,16,mid,1,,,,,,0.0034222495482572413,903.765166015625,0.73,0.1165991833147531
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,12,mid,1,,,,,,0.002186171844959972,571.5817919921875,0.73,0.15120464581145288
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,0,early,1,,,,,,0.0017797260999577703,440.1579956054687,0.73,0.23901126646340706
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,12,mid,1,,,,,,0.0035264488674511085,933.9816455078125,0.72,0.09396745198944405
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,3,early,1,,,,,,0.0033910582221142248,915.0842822265626,0.72,0.10406537288478326
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,14,mid,1,,,,,,0.003541726128805749,918.9706982421875,0.71,0.08658758718041273
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,8,early,1,,,,,,0.003082123465042059,805.0006201171875,0.71,0.09925687465651925
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,12,mid,1,,,,,,0.002532857001360753,663.772939453125,0.71,0.14040826517717775
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,13,mid,1,,,,,,0.0024527560033311604,666.912509765625,0.71,0.11649994006254968
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,5,early,1,,,,,,0.0022585859891296424,596.0123486328125,0.71,0.09866972493200729
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,11,mid,1,,,,,,0.0037296809551298792,1008.2989013671875,0.7,0.08375361993754035
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,15,mid,1,,,,,,0.0036677766501088628,943.7991064453125,0.7,0.09330889740502891
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,15,mid,1,,,,,,0.0033031192450289383,886.3600732421875,0.7,0.09666501733548986
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,9,early,1,,,,,,0.0025194079768857593,642.8282446289063,0.7,0.15662007050795176
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,5,early,1,,,,,,0.0023318749967620534,615.186806640625,0.7,0.0798473108285069
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,0,early,1,,,,,,0.0021214757908273895,505.1437939453125,0.7,0.22180065241330965
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,2,early,1,,,,,,0.0020755355243818486,550.8384033203125,0.7,0.09195811583319627
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,1,early,1,,,,,,0.0009568268654675194,259.92953125,0.7,0.10988381534236079
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,13,mid,1,,,,,,0.003706737043976318,973.843544921875,0.69,0.08638895594362636
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,11,mid,1,,,,,,0.003511859230347909,940.1844287109375,0.68,0.10934050987525079
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,layer,0,early,1,,,,,,0.0016963365503397654,425.128349609375,0.68,0.20730201495088224
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,13,mid,1,,,,,,0.002437673564945726,637.714169921875,0.67,0.1157312881416054
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,5,early,1,,,,,,0.0022268887559403084,590.55560546875,0.67,0.09141933659421285
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,14,mid,1,,,,,,0.0020648102973973436,517.9887329101563,0.66,0.1565890389173462
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,attn,11,mid,1,,,,,,0.003004118177050259,788.0761474609375,0.65,0.11573600043246439
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,0,early,1,,,,,,0.0014983318577469617,374.3004052734375,0.65,0.18483921382722246
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,head,14,mid,1,,,,,,0.0023346226138892235,591.0812768554688,0.64,0.16627002740843175
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,14,mid,1,,,,,,0.0033173141330189535,858.57962890625,0.62,0.08394643317657106
qwen2_vl,pets_fgvc,pets,rsev2,RSEv2,mlp,13,mid,1,,,,,,0.0029789648277073867,752.359326171875,0.62,0.09982086686630214
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,26,late,1,,,,,,0.030715450821444393,15635.198271484374,1.0,0.08009932650221117
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,27,late,1,,,,,,0.023724109651520848,11973.69392578125,1.0,0.12940148496922035
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,22,late,1,,,,,,0.02259006411070004,11526.552119140624,1.0,0.05161422965337019
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,26,late,1,,,,,,0.020328547833487393,10314.283759765625,1.0,0.06992203588855953
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,27,late,1,,,,,,0.01952329236548394,9826.792431640624,1.0,0.07455919380996161
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,25,late,1,,,,,,0.017863734751008453,9452.20427734375,1.0,0.060471890835018395
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,22,late,1,,,,,,0.017464752616360782,8945.562421875,1.0,0.049168871945606256
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,19,late,1,,,,,,0.014973198182415217,7388.223745117188,1.0,0.054816286093408176
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,24,late,1,,,,,,0.01382060740608722,7215.821767578125,1.0,0.05514861555639525
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,23,late,1,,,,,,0.012639458845369518,6706.221528320312,1.0,0.056027674235026845
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,22,late,1,,,,,,0.012370380088686943,6356.38779296875,1.0,0.06176737798729253
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,25,late,1,,,,,,0.01144694326852914,6341.988212890625,1.0,0.0612847809564229
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,25,late,1,,,,,,0.011112139346951154,6200.797482910156,1.0,0.24677762382228802
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,25,late,1,,,,,,0.010727187956217677,6039.9849609375,1.0,0.23709881407582772
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,23,late,1,,,,,,0.009823469119146467,5311.0076953125,1.0,0.059434068992275664
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,22,late,1,,,,,,0.009436901484732516,4940.846987304688,1.0,0.07048954283226018
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,26,late,1,,,,,,0.02060596109367907,10404.396474609375,0.99,0.2548891608847502
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,26,late,1,,,,,,0.017482782690785827,8769.256574707031,0.99,0.30290907667447153
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,19,late,1,,,,,,0.0170823954656953,8470.842973632813,0.99,0.07389640048592624
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,20,late,1,,,,,,0.013068537964718416,6723.684189453125,0.99,0.08843864857321843
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,23,late,1,,,,,,0.012234091843274654,7038.672299804687,0.99,0.04393211816533823
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,27,late,1,,,,,,0.010169808586360886,5160.2202502441405,0.99,0.3886402942230998
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,27,late,1,,,,,,0.00979222587076947,4952.524000244141,0.99,0.3559767584598219
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,21,late,1,,,,,,0.00956496938248165,4973.061494140625,0.99,0.06276828361644143
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,20,late,1,,,,,,0.00955270406382624,4864.559189453125,0.99,0.06612549779057157
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,24,late,1,,,,,,0.00864657516940497,4718.866171875,0.99,0.06225878621587123
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,20,late,1,,,,,,0.007843621545471252,4077.2605810546875,0.99,0.07306078338206333
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,1,early,1,,,,,,0.007425412592710927,4237.354262695312,0.99,0.11413675762904713
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,24,late,1,,,,,,0.03908945756178582,19989.4944140625,0.98,0.04577095595612522
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,24,late,1,,,,,,0.0275969671306666,14057.086640625,0.98,0.03240162740428754
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,23,late,1,,,,,,0.013109786484274083,7423.974072265625,0.98,0.04617714941589694
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,1,early,1,,,,,,0.010813871048158034,6239.63943359375,0.98,0.10382073140572042
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,2,early,1,,,,,,0.010476557151123415,6177.4908203125,0.98,0.13294591602379624
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,20,late,1,,,,,,0.00993559706810629,5166.7694921875,0.98,0.09942174096585797
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,19,late,1,,,,,,0.009771070226852316,4913.21607421875,0.98,0.06763220567182612
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,1,early,1,,,,,,0.009167910488322377,5293.6990576171875,0.98,0.07924344937020067
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,2,early,1,,,,,,0.00874373578117229,5058.8082421875,0.98,0.11026737054481715
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,19,late,1,,,,,,0.00788278121734038,3971.99900390625,0.98,0.07095881481580699
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,21,late,1,,,,,,0.007848040905664676,4202.579013671875,0.98,0.04736564363326138
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,0,early,1,,,,,,0.0025032705820922274,1409.34841796875,0.98,0.2620291265670732
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,21,late,1,,,,,,0.010728447353467346,5946.0104296875,0.97,0.09898541723980271
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,21,late,1,,,,,,0.010481643083912785,5924.120317382813,0.97,0.10195680166133357
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,4,early,1,,,,,,0.009556046223442536,5545.501118164062,0.97,0.0665634426032311
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,4,early,1,,,,,,0.0072128140613131105,4181.87880859375,0.97,0.05740057387160614
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,18,mid,1,,,,,,0.005209505789680407,2680.9961767578125,0.97,0.15632741971437616
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,8,early,1,,,,,,0.00441958176161279,2630.2092236328126,0.97,0.11019615748993537
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,3,early,1,,,,,,0.012012641470646486,6988.785439453125,0.96,0.10683176937700356
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,3,early,1,,,,,,0.010571092683821916,6090.364482421875,0.96,0.08631318067982907
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,10,mid,1,,,,,,0.010087790927645984,5924.94140625,0.96,0.10047635895133464
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,2,early,1,,,,,,0.00928756497145514,5421.044814453125,0.96,0.12068754810836323
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,4,early,1,,,,,,0.007900750502594747,4706.347412109375,0.96,0.06857267403660246
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,10,mid,1,,,,,,0.007874448211368871,4582.21498046875,0.96,0.08502769716202163
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,18,mid,1,,,,,,0.0052092185418587175,2642.880185546875,0.96,0.18339083345078044
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,18,mid,1,,,,,,0.005171762539539486,2620.1206298828124,0.96,0.19963004759332845
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,8,early,1,,,,,,0.004712377118121367,2774.3492041015625,0.96,0.11306069843554899
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,18,mid,1,,,,,,0.0043639010181505,2258.620224609375,0.96,0.16232885387114598
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,15,mid,1,,,,,,0.0038028566206048707,2176.827822265625,0.96,0.17613812681934937
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,17,mid,1,,,,,,0.0037183952116174625,2008.7312158203124,0.96,0.12681243905756456
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,2,early,1,,,,,,0.003403409096354153,1923.6317529296875,0.96,0.08857488455958579
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,0,early,1,,,,,,0.0027734912335290575,1571.1954711914063,0.96,0.2773236300729997
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,0,early,1,,,,,,0.00268139922129194,1528.4060571289062,0.96,0.2813981905226008
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,0,early,1,,,,,,0.0021267435671052225,1185.2293041992189,0.96,0.23819134573771147
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,3,early,1,,,,,,0.011927276431815698,6912.480126953125,0.95,0.08595397381318085
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,7,early,1,,,,,,0.01132727539195912,6829.3491015625,0.95,0.08277740926731394
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,10,mid,1,,,,,,0.010226049882476218,6025.957778320312,0.95,0.09227314610286429
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,7,early,1,,,,,,0.009041734352649655,5339.811782226562,0.95,0.0716635255016349
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,11,mid,1,,,,,,0.007987740026146639,4638.530512695313,0.95,0.07274506969375565
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,9,early,1,,,,,,0.007205931095522828,4200.191850585938,0.95,0.0793959402696037
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,3,early,1,,,,,,0.006520526533277007,3700.454990234375,0.95,0.0953390726399098
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,5,early,1,,,,,,0.006238849298970308,3602.126435546875,0.95,0.07431894668760557
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,6,early,1,,,,,,0.005919502186006866,3420.0548681640626,0.95,0.0765762307041587
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,16,mid,1,,,,,,0.005652149427914992,3120.7328759765624,0.95,0.08236559322470809
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,17,mid,1,,,,,,0.0049315902867965635,2641.806494140625,0.95,0.11656243971967438
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,5,early,1,,,,,,0.004140950716391672,2407.479091796875,0.95,0.08422913083629803
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,16,mid,1,,,,,,0.0037330681829189417,2015.5418798828125,0.95,0.15878953600481155
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,1,early,1,,,,,,0.0012352228382587782,680.221015625,0.95,0.08533492956227733
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,7,early,1,,,,,,0.012092023598961532,7250.183002929687,0.94,0.07964850329654233
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,7,early,1,,,,,,0.008675591227365657,5130.454780273438,0.94,0.07729141799932754
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,8,early,1,,,,,,0.008670201714121504,5128.132890625,0.94,0.06665586247260862
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,10,mid,1,,,,,,0.008332589698256924,4872.39478515625,0.94,0.07588975468912512
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,8,early,1,,,,,,0.00803487472148845,4747.302797851563,0.94,0.0746014608562037
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,12,mid,1,,,,,,0.007079231097304728,4072.2844873046874,0.94,0.07282058370915614
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,12,mid,1,,,,,,0.00628869621141348,3575.1517333984375,0.94,0.07636768559946291
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,11,mid,1,,,,,,0.006286680107768916,3646.0155615234376,0.94,0.08882941684275128
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,9,early,1,,,,,,0.006079042125711567,3522.529326171875,0.94,0.09590503482131262
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,15,mid,1,,,,,,0.006000561922264751,3376.941416015625,0.94,0.07239553284065403
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,9,early,1,,,,,,0.005994934309337623,3560.667177734375,0.94,0.11857171133101255
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,6,early,1,,,,,,0.005844515592907555,3375.533974609375,0.94,0.08583948156902263
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,6,early,1,,,,,,0.005498816677572904,3190.543583984375,0.94,0.07513231123976602
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,6,early,1,,,,,,0.005072316531695833,2911.664296875,0.94,0.0852529970260388
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,16,mid,1,,,,,,0.00423813325818628,2343.5744287109374,0.94,0.09281732627923568
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,14,mid,1,,,,,,0.0038484489810070954,2117.440390625,0.94,0.11629342085785702
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,5,early,1,,,,,,0.003757821808103472,2167.3346142578125,0.94,0.08125615054926584
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,16,mid,1,,,,,,0.00325716119063145,1768.5537451171874,0.94,0.1606476385917964
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,4,early,1,,,,,,0.0076104980892705495,4502.022797851562,0.93,0.05947699431540367
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,11,mid,1,,,,,,0.007175534401467303,4174.556171875,0.93,0.08760720415921092
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,13,mid,1,,,,,,0.005883508069091476,3367.4730419921875,0.93,0.07401586723412579
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,15,mid,1,,,,,,0.005024776328355074,2814.1777783203124,0.93,0.07712686988759766
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,17,mid,1,,,,,,0.0039234709604352245,2106.0852734375,0.93,0.17969160083651906
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,17,mid,1,,,,,,0.003401393649255624,1826.9688037109374,0.93,0.18336139354830758
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,11,mid,1,,,,,,0.006872751414921368,3924.9848974609376,0.92,0.08151681665878956
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,layer,14,mid,1,,,,,,0.0057482236265605025,3257.8415185546874,0.92,0.07071001047464652
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,5,early,1,,,,,,0.0044423739152989585,2489.67810546875,0.92,0.06635196112090189
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,12,mid,1,,,,,,0.004290425187209621,2478.846240234375,0.92,0.11741437670064145
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,9,early,1,,,,,,0.00418811141687911,2429.8204736328125,0.92,0.15478778125899437
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,15,mid,1,,,,,,0.0035291002224766997,2006.6881396484375,0.92,0.1713577411901382
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,12,mid,1,,,,,,0.00324637812279434,1851.5267529296875,0.92,0.1377937903168034
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,14,mid,1,,,,,,0.003218365670109051,1745.502431640625,0.91,0.1239407614843619
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,14,mid,1,,,,,,0.004913181848824024,2764.47255859375,0.9,0.07083499742859273
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,head,13,mid,1,,,,,,0.004634839530299359,2600.7207470703124,0.9,0.08947641978722967
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,mlp,13,mid,1,,,,,,0.0043931043632619545,2483.01220703125,0.89,0.08589611902247894
qwen2_vl,cub_fgvc,cub,rsev2,RSEv2,attn,13,mid,1,,,,,,0.0040902021333204175,2311.4770849609376,0.89,0.08955573300589462
